date,channel,campaign,impressions,clicks,conversions,cost,revenue,cpc,cpa,ctr,conversion_rate,roas,roi,profit_margin
2024-02-06,Facebook,Trending Now,59527,19098,2469,29997.685232556716,77517.13925482307,1.570723909967364,12.14973075437696,0.32082920355468947,0.12928055293748036,2.5841040284899424,1.5841040284899424,0.6130186753416564
2024-02-07,Facebook,Best Sellers,89032,28511,2816,28299.4675566966,220096.61340353487,0.9925806726069447,10.049526831213281,0.3202331745889119,0.09876889621549577,7.777411817469076,6.777411817469077,0.8714225215959543
2024-02-07,Facebook,Exclusive Offers,43534,14313,1350,13170.329000864136,67980.46399988423,0.9201655139288853,9.75579925989936,0.3287775072357238,0.09431984908824145,5.161637495572348,4.161637495572349,0.8062630316720615
2024-02-07,Facebook,Flash Sale,87781,27584,3282,30169.573851741116,154596.53761026592,1.0937345508896865,9.192435664759634,0.31423656599947597,0.11898201856148492,5.124253274838485,4.124253274838484,0.80484961488725
2024-02-07,Facebook,Limited Edition,58069,19002,2011,16753.742363762754,146795.79274808816,0.8816831051343413,8.33105040465577,0.3272313971309993,0.10583096516156194,8.761970284656988,7.761970284656988,0.8858704186944013
2024-02-07,Facebook,Must-Haves,84236,27906,2905,27170.941599453352,135146.42526829484,0.973659485395734,9.35316406177396,0.3312835367301391,0.10409947681502187,4.973932345098185,3.973932345098185,0.7989518291326377
2024-02-07,Facebook,New Arrivals,66853,23199,2072,22207.58244693942,158363.45142196733,0.9572646427406104,10.717945196399334,0.34701509281558046,0.08931419457735247,7.131053179712161,6.13105317971216,0.8597682593582391
2024-02-07,Facebook,Trending Now,47570,16509,1929,13832.475814745396,93836.14977045613,0.8378748449176446,7.170801355492689,0.3470464578515871,0.11684535707795748,6.783756648280343,5.783756648280343,0.8525890517824668
2024-02-08,Facebook,Best Sellers,56836,12664,1842,20793.939751142087,45602.057057439306,1.6419725008798236,11.2887837954083,0.22281652473784222,0.1454516740366393,2.193045550924743,1.1930455509247428,0.544013119299629
2024-02-08,Facebook,Exclusive Offers,56503,13162,1884,20081.671986170746,71176.66864675339,1.5257310428636033,10.659061563784897,0.23294338353715732,0.14313934052575597,3.544359687568308,2.544359687568308,0.7178615918955805
2024-02-08,Facebook,Flash Sale,53859,11500,1433,19284.55097186116,79876.55128140832,1.676917475814014,13.457467530956846,0.2135204886834141,0.12460869565217392,4.141996948643466,3.1419969486434662,0.7585705609156697
2024-02-08,Facebook,Limited Edition,80873,17035,2720,30849.364993594376,150137.02346389377,1.8109401228995818,11.34167830646852,0.2106389029713254,0.15967126504255943,4.866778408407062,3.8667784084070616,0.7945252657748786
2024-02-08,Facebook,Must-Haves,72696,17812,1888,26261.48710125712,109136.94941088924,1.4743704862596632,13.909685964648899,0.24502035875426434,0.10599595778127105,4.155779487661418,3.1557794876614174,0.759371255628693
2024-02-08,Facebook,New Arrivals,56013,13725,1805,19422.780775776617,137997.3223632618,1.4151388543370942,10.760543366081228,0.2450324031921161,0.131511839708561,7.104920966588215,6.104920966588216,0.8592524808224292
2024-02-08,Facebook,Trending Now,56740,12066,1875,22532.66411954461,57429.771362545376,1.867451029300896,12.017420863757126,0.21265421219598168,0.15539532570860268,2.548734186861258,1.5487341868612579,0.6076483749639303
2024-02-09,Facebook,Best Sellers,71758,22940,1145,31955.929294093843,84895.10506880336,1.3930222011374822,27.90910855379375,0.319685609966833,0.0499128160418483,2.656630770693745,1.656630770693745,0.6235833706996992
2024-02-09,Facebook,Exclusive Offers,50104,16025,844,21626.368640302248,19329.087687510262,1.3495393847302495,25.623659526424465,0.3198347437330353,0.05266770670826833,0.8937740777935856,-0.10622592220641434,-0.11885097682475737
2024-02-09,Facebook,Flash Sale,88398,30804,1788,39278.1588837671,73640.87792531043,1.2750993015117225,21.96765038242008,0.34846942238512185,0.058044409816906894,1.8748556454295715,0.8748556454295716,0.46662560264959624
2024-02-09,Facebook,Limited Edition,50660,17585,949,23562.74807986728,54935.263649677196,1.3399344941636213,24.829028535160464,0.3471180418476115,0.05396644867785044,2.3314455284872113,1.3314455284872113,0.5710815510028824
2024-02-09,Facebook,Must-Haves,56773,19649,1077,24364.157083309336,83442.46146842702,1.2399693156552158,22.622244274196227,0.34609761682489915,0.05481194971754288,3.4248039520968807,2.4248039520968807,0.7080124836378628
2024-02-09,Facebook,New Arrivals,78966,26072,1501,32552.503767307368,86366.11009582052,1.2485618198568336,21.687211037513237,0.33016741382367093,0.05757134090211721,2.653132634994375,1.6531326349943751,0.6230870681660737
2024-02-09,Facebook,Trending Now,37107,12325,619,14775.420351912939,34825.9051342066,1.1988170670923277,23.869822862541096,0.33214757323416066,0.050223123732251525,2.3570162001988506,1.3570162001988508,0.5757347786088045
2024-02-10,Facebook,Best Sellers,69135,23633,1951,25325.76894978869,137250.5019407623,1.0716273409972787,12.980916939922444,0.34183843205322917,0.08255405576947489,5.419401172492631,4.419401172492631,0.8154777680833593
2024-02-10,Facebook,Exclusive Offers,54726,17340,1555,18730.561079083986,37738.82483930898,1.080193833857208,12.045376899732467,0.3168512224536783,0.08967704728950404,2.0148261805916277,1.0148261805916277,0.5036792703843251
2024-02-10,Facebook,Flash Sale,67689,23426,1958,27311.11568359068,104698.9994165454,1.1658463110898438,13.948475834315976,0.3460828199559751,0.08358234440365406,3.8335672782291947,2.8335672782291943,0.739146354446681
2024-02-10,Facebook,Limited Edition,60183,22412,1476,20760.655051907557,33422.47270067298,0.9263187155054238,14.065484452511894,0.37239752089460476,0.06585757629841156,1.6098949005755006,0.6098949005755006,0.37884143887745536
2024-02-10,Facebook,Must-Haves,53163,16990,1526,20523.07851637747,34693.777061780114,1.2079504718291625,13.448937428818788,0.3195831687451799,0.08981753972925251,1.690476262325576,0.690476262325576,0.4084507293676474
2024-02-10,Facebook,New Arrivals,61514,22850,1924,22136.23643661881,47390.528489343465,0.9687630825653746,11.505320393253019,0.3714601554117762,0.08420131291028446,2.1408575312715676,1.1408575312715676,0.5328974556256214
2024-02-10,Facebook,Trending Now,45771,14579,1153,15875.925005965308,58934.097621895475,1.0889584337722278,13.769232442294282,0.31852046055362565,0.07908635708896358,3.7121678012305583,2.7121678012305583,0.7306156258161318
2024-02-11,Facebook,Best Sellers,96323,31503,2281,47016.50388512993,145343.89906062145,1.4924452872783522,20.612233180679496,0.3270558433603605,0.0724058026219725,3.0913378718188755,2.0913378718188755,0.676515463056899
2024-02-11,Facebook,Exclusive Offers,54742,18748,1104,24821.327411504717,28503.006044749734,1.3239453494508597,22.483086423464417,0.3424792663768222,0.05888628120332835,1.1483272257042367,0.1483272257042367,0.12916808239330196
2024-02-11,Facebook,Flash Sale,37777,12572,857,18722.193464590728,45263.08280317322,1.489197698424334,21.84620007536841,0.3327950869576727,0.0681673560292714,2.417616444824121,1.4176164448241209,0.5863694581740202
2024-02-11,Facebook,Limited Edition,60491,21405,1420,26477.450297111987,52307.18928787044,1.2369750197202516,18.64609175852957,0.3538542923740722,0.06633964027096473,1.9755372477679929,0.9755372477679928,0.4938085823844512
2024-02-11,Facebook,Must-Haves,67626,23327,1528,35554.38302639306,52624.672792935795,1.5241729766533656,23.26857527905305,0.3449412947682844,0.06550349380546149,1.4801177327102248,0.48011773271022484,0.3243780694601147
2024-02-11,Facebook,New Arrivals,48764,18640,1116,22053.48798915442,49059.30957013994,1.183127038044765,19.761189954439445,0.3822492002296776,0.05987124463519313,2.2245601056062694,1.2245601056062692,0.5504729238469079
2024-02-11,Facebook,Trending Now,45444,15869,1082,20361.464566285576,73521.33548412245,1.2830968911894622,18.81835911856338,0.34919901417128774,0.06818325036234167,3.610807820074925,2.610807820074925,0.7230536628284887
2024-02-12,Facebook,Best Sellers,87143,37072,1888,37737.157828814205,82618.9894721625,1.0179423238242933,19.987901392380405,0.4254156960398426,0.050927924039706515,2.1893272897483227,1.1893272897483227,0.5432386904038654
2024-02-12,Facebook,Exclusive Offers,49852,17876,1088,22730.7302463895,79180.38570534381,1.2715781073164858,20.892215299990347,0.3585814009468025,0.06086372790333408,3.4834070373925035,2.483407037392503,0.7129247345298619
2024-02-12,Facebook,Flash Sale,79727,33365,2226,31409.525853511375,91992.47789834408,0.9413914537243032,14.110299125566655,0.41849059916966647,0.06671661921174885,2.9288082324891236,1.9288082324891234,0.6585641938222346
2024-02-12,Facebook,Limited Edition,84506,33810,2046,34777.726081799534,84844.9089684374,1.0286224809760287,16.997911085923526,0.4000899344425248,0.06051464063886424,2.4396335967704306,1.4396335967704303,0.5901023820446674
2024-02-12,Facebook,Must-Haves,40819,16093,1015,15921.0613156293,49028.95610487294,0.9893159333641521,15.685774695201282,0.39425267644969253,0.06307090039147456,3.0795030012692974,2.0795030012692974,0.6752722762121602
2024-02-12,Facebook,New Arrivals,70689,27648,1756,27859.222891910424,113325.71388770096,1.007639716865973,15.86516110017678,0.39112167381063534,0.06351273148148148,4.0677988157597795,3.0677988157597795,0.7541667999592991
2024-02-12,Facebook,Trending Now,20276,7101,471,8958.566401285249,25355.613949025672,1.2615922266279747,19.020310830754244,0.35021700532649436,0.06632868610054922,2.8303204791101404,1.8303204791101406,0.646683120381335
2024-02-13,Facebook,Best Sellers,98545,34523,3320,42649.37167314873,123296.69692159882,1.2353900782999372,12.84619628709299,0.350327261657111,0.09616777220983112,2.8909381799691127,1.890938179969113,0.6540915309331575
2024-02-13,Facebook,Exclusive Offers,44721,17127,1516,19698.058474016696,115956.49664355171,1.1501172694585564,12.993442265182518,0.3829744415375327,0.08851520990249313,5.886696742042244,4.886696742042244,0.8301254432119644
2024-02-13,Facebook,Flash Sale,72117,24664,2828,28682.812303056868,162725.7068725063,1.1629424384956564,10.14243716515448,0.34199980587101514,0.11466104443723646,5.673282841067988,4.673282841067987,0.8237352115143705
2024-02-13,Facebook,Limited Edition,58977,21793,2267,25653.04820223867,167292.08504495476,1.177123305751327,11.315857169051023,0.36951693032877225,0.10402422796310742,6.521333594592304,5.5213335945923046,0.8466571314754959
2024-02-13,Facebook,Must-Haves,48598,16698,1646,22570.958270659237,89916.08305662965,1.3517162696526073,13.712611343049355,0.34359438660027164,0.09857467960234759,3.9837069378447545,2.983706937844755,0.7489775187777706
2024-02-13,Facebook,New Arrivals,67267,26531,2738,30941.94318231456,125346.74013198371,1.1662561977428125,11.300928846718246,0.394413308160019,0.10320003015340545,4.051030001361646,3.0510300013616454,0.7531491991755488
2024-02-13,Facebook,Trending Now,85941,33010,3820,37759.35413882216,117835.95650889739,1.143876223532934,9.884647680319937,0.3841007202615748,0.11572250833080884,3.1207090056592026,2.120709005659203,0.6795599980047595
2024-02-14,Facebook,Best Sellers,102100,27393,3368,49196.39885630192,198586.47199341666,1.7959478281422963,14.607006786312922,0.26829578844270324,0.1229511188989888,4.036605861609285,3.036605861609285,0.7522671188904911
2024-02-14,Facebook,Exclusive Offers,89413,25304,2938,51853.91616397636,62309.90001278081,2.0492379135305234,17.649392840019186,0.2830013532707772,0.11610812519759722,1.201643089323085,0.20164308932308503,0.16780614070412164
2024-02-14,Facebook,Flash Sale,59565,15177,2005,31528.519027272847,108020.25386369566,2.0773880890342524,15.724947145771994,0.25479728028204485,0.13210779468933254,3.4261125227688565,2.426112522768856,0.708124005456821
2024-02-14,Facebook,Limited Edition,70625,19964,2244,40950.20361559718,179109.26956030718,2.0512023450008607,18.248753839392684,0.28267610619469025,0.11240232418353036,4.373830988524993,3.3738309885249933,0.7713674802196153
2024-02-14,Facebook,Must-Haves,55100,15748,1556,31642.75868173192,35715.2645815255,2.009319194928367,20.335963163066786,0.28580762250453723,0.09880619761239523,1.1287026185281606,0.12870261852816048,0.1140270399088734
2024-02-14,Facebook,New Arrivals,56462,14625,1906,28666.685499754833,63353.65517834315,1.9601152478464843,15.040233735443248,0.25902376819808015,0.13032478632478633,2.2100097752453793,1.2100097752453791,0.5475133136508551
2024-02-14,Facebook,Trending Now,42919,10899,1434,22908.229375274404,86747.81119077948,2.101865251424388,15.975055352353142,0.25394347491786856,0.13157170382603908,3.786753212992062,2.786753212992062,0.7359215286147838
2024-02-15,Facebook,Best Sellers,66451,18769,3448,18284.67201146874,96002.79990424898,0.9741953226846791,5.302979121655667,0.28244872161442264,0.18370717672758272,5.250452392256908,4.250452392256908,0.8095402214341095
2024-02-15,Facebook,Exclusive Offers,53949,15179,2625,15395.06361864072,85073.81816850991,1.0142343776691956,5.86478614043456,0.2813583198947154,0.17293629356347587,5.526045249043365,4.526045249043365,0.8190387601018805
2024-02-15,Facebook,Flash Sale,66768,18178,2868,18499.027864976215,168389.21253134977,1.017660241224349,6.4501491858355005,0.2722561706206566,0.15777313235779514,9.102597918140185,8.102597918140185,0.8901412531902413
2024-02-15,Facebook,Limited Edition,57362,16369,2401,15821.682419504257,86795.4159170541,0.9665637741770576,6.58962199896054,0.2853631323872947,0.14667969943185288,5.485852491265822,4.485852491265822,0.8177129258229003
2024-02-15,Facebook,Must-Haves,67177,17172,3318,20432.447772654334,140065.82352608553,1.1898700077250368,6.1580614143020895,0.2556232043705435,0.19322152341020266,6.855068226996373,5.855068226996373,0.8541225314050359
2024-02-15,Facebook,New Arrivals,64762,18502,3299,19468.029076411818,102166.08212745437,1.0522121433581135,5.9011909901218,0.2856922269231957,0.1783050481029078,5.24789036047016,4.247890360470159,0.8094472385451266
2024-02-15,Facebook,Trending Now,56336,16723,2469,15329.220621865008,58628.57682293038,0.916654943602524,6.208675829025925,0.29684393638170975,0.14764097350953775,3.8246286793801403,2.8246286793801403,0.7385367093565615
2024-02-16,Facebook,Best Sellers,74483,21923,2282,29116.682288891465,114179.32014262943,1.3281340276828657,12.759282335184691,0.29433562020863824,0.10409159330383616,3.9214399157760798,2.92143991577608,0.744991630248632
2024-02-16,Facebook,Exclusive Offers,63335,17617,1846,23674.12955451475,71484.21358565781,1.3438229865763043,12.82455555499174,0.278155838004263,0.10478515070670376,3.0195075777147413,2.0195075777147413,0.6688201720769213
2024-02-16,Facebook,Flash Sale,60770,17418,1957,22800.426217645807,150969.25246665822,1.3090151692298662,11.650703228229846,0.28662168833305907,0.11235503502124239,6.62133466390288,5.62133466390288,0.8489730468614374
2024-02-16,Facebook,Limited Edition,64836,16923,1975,27549.734781585677,135715.62880458919,1.627946273213123,13.949232800802875,0.2610124005182306,0.11670507593216332,4.926204548992679,3.9262045489926787,0.7970039631820643
2024-02-16,Facebook,Must-Haves,69545,20472,1907,30150.72126133808,53207.61549117081,1.4727784906866979,15.810551264466744,0.2943705514415127,0.0931516217272372,1.7647211497855049,0.764721149785505,0.4333382358331535
2024-02-16,Facebook,New Arrivals,62279,17522,1940,26089.857811587553,68169.4352861318,1.4889771608028508,13.448380315251317,0.28134684243484964,0.11071795457139597,2.6128710926072976,1.6128710926072973,0.6172792439591296
2024-02-16,Facebook,Trending Now,38056,11053,995,14020.991944012609,62732.65993953116,1.2685236536698279,14.09144918996242,0.2904404036157242,0.09002080883018185,4.474195562627074,3.4741955626270733,0.7764961352264095
2024-02-17,Facebook,Best Sellers,74662,20160,2720,27448.077471655623,191300.950262744,1.3615117793479972,10.091204952814568,0.27001687605475344,0.1349206349206349,6.969557356441149,5.969557356441149,0.8565188649927937
2024-02-17,Facebook,Exclusive Offers,52704,13808,1913,20459.248616585086,139183.70745570122,1.4816952937851309,10.694850296176208,0.2619914996964177,0.1385428736964079,6.8029725853604095,5.8029725853604095,0.8530054343961432
2024-02-17,Facebook,Flash Sale,48019,12712,1455,18812.26923178096,106481.00559912037,1.4798827274843422,12.929394661017842,0.26472854495095693,0.1144587791063562,5.660189331079428,4.660189331079428,0.8233274645939636
2024-02-17,Facebook,Limited Edition,77306,17810,3017,31960.65590052531,174631.67947300404,1.7945343009840151,10.593522008791949,0.23038315266602852,0.16939921392476137,5.463957936799844,4.4639579367998445,0.8169824856694112
2024-02-17,Facebook,Must-Haves,56956,13766,1805,24742.542358975763,68402.90679355549,1.7973661455016536,13.70777970026358,0.24169534377414145,0.13112015109690542,2.76458683190821,1.7645868319082099,0.6382822964870426
2024-02-17,Facebook,New Arrivals,62229,16633,2065,23045.529406134647,42627.62538445497,1.3855305360509016,11.16006266640903,0.26728695624226645,0.12415078458486142,1.8497134360952296,0.8497134360952295,0.45937571707809305
2024-02-17,Facebook,Trending Now,39744,10157,1557,15448.009591014561,64508.907841630244,1.520922476224728,9.921650347472422,0.25556058776167473,0.1532932952643497,4.175871814525043,3.1758718145250433,0.7605290477256332
2024-02-18,Facebook,Best Sellers,94165,35547,3094,64894.434255953056,182313.41422347116,1.8255952473050625,20.974283857774097,0.3774969468486168,0.08703969392635102,2.8093844458894677,1.8093844458894675,0.6440501400713798
2024-02-18,Facebook,Exclusive Offers,48948,17198,1747,30159.35275165084,113776.62435329691,1.7536546547069916,17.263510447424636,0.3513524556672387,0.10158157925340155,3.7725154544992376,2.7725154544992376,0.7349248765018671
2024-02-18,Facebook,Flash Sale,61134,21889,2092,40355.29509935764,166824.58842148207,1.8436335647748932,19.29029402454954,0.3580495305394707,0.09557311891817807,4.133895886791261,3.1338958867912607,0.7580974394649783
2024-02-18,Facebook,Limited Edition,67956,23955,2767,42649.07655432719,64426.72400368616,1.7803830746953535,15.413471830259194,0.35250750485608334,0.11550824462533918,1.5106241262133353,0.5106241262133354,0.3380219588398281
2024-02-18,Facebook,Must-Haves,78810,26481,2780,48180.84880149331,55637.86997480502,1.8194497489329446,17.33124057607673,0.3360106585458698,0.10498092972319777,1.154771477854923,0.1547714778549229,0.13402779755387
2024-02-18,Facebook,New Arrivals,35272,13642,1407,23951.89006343654,42306.90816443774,1.7557462295438013,17.023376022342955,0.38676570650941255,0.10313736988711332,1.766328588365593,0.7663285883655931,0.4338539235639542
2024-02-18,Facebook,Trending Now,25090,8280,789,16978.236698968572,59749.76885896449,2.050511678619393,21.518677691975377,0.33001195695496216,0.09528985507246376,3.5191975420270993,2.519197542027099,0.7158443116483911
2024-02-19,Facebook,Best Sellers,62415,13391,2423,33107.31427580101,174364.2664381521,2.472355632574192,13.663769820801075,0.21454778498758312,0.18094242401613023,5.266638815387071,4.266638815387071,0.8101255781812132
2024-02-19,Facebook,Exclusive Offers,53978,10091,2264,26492.01070946,179604.0991306896,2.6253107431830345,11.701418157888693,0.18694653377301865,0.22435833911406203,6.779557093662015,5.779557093662015,0.8524977389843258
2024-02-19,Facebook,Flash Sale,80388,16606,3568,41790.667708177,124581.33369801664,2.5166004882679154,11.712631084130326,0.20657312036622383,0.21486209803685416,2.9810802394439926,1.9810802394439928,0.6645511292287416
2024-02-19,Facebook,Limited Edition,86231,18010,3832,45706.959241451805,99026.59622047754,2.537865588087274,11.927703351109553,0.20885760341408544,0.2127706829539145,2.1665540185545744,1.1665540185545742,0.5384375411663384
2024-02-19,Facebook,Must-Haves,66220,14292,2445,29527.58033487033,108090.65815626085,2.066021573948386,12.0767199733621,0.2158260344306856,0.17107472712006716,3.6606676514096943,2.6606676514096943,0.7268257882916773
2024-02-19,Facebook,New Arrivals,55959,10983,2374,26781.271461767297,165352.4749667817,2.4384295239704357,11.281074752218744,0.1962686967243875,0.21615223527269417,6.174183148953081,5.174183148953082,0.8380352548871888
2024-02-19,Facebook,Trending Now,28010,5225,1022,13138.676427057859,34762.35058072723,2.5145792204895425,12.855847775986163,0.18654052124241344,0.1955980861244019,2.6458030817425007,1.645803081742501,0.6220429226571883
2024-02-20,Facebook,Best Sellers,78436,17123,3463,18655.493967631213,201180.90563884415,1.0894991512954046,5.387090374713027,0.218305369983171,0.20224259767564096,10.784003146092473,9.784003146092472,0.9072700567263516
2024-02-20,Facebook,Exclusive Offers,39853,8624,1413,11092.460277959655,44379.116808499864,1.2862314793552476,7.850290359490202,0.21639525255313277,0.16384508348794063,4.00083621635136,3.0008362163513604,0.7500522525983407
2024-02-20,Facebook,Flash Sale,88995,22164,3670,20962.584734162832,283789.69175466243,0.9457942940878376,5.7118759493631694,0.24904769930894993,0.16558382963364013,13.537915068849735,12.537915068849735,0.9261333820670093
2024-02-20,Facebook,Limited Edition,79720,17712,3594,19150.902110149633,256024.24310506918,1.0812388273571383,5.328575990581423,0.22217762167586552,0.20291327913279134,13.368782401607126,12.368782401607126,0.9251988722712858
2024-02-20,Facebook,Must-Haves,80930,17095,3305,21942.762582074887,251469.95111881892,1.2835778053275746,6.63926250592281,0.21123192882738168,0.1933313834454519,11.460268513511854,10.460268513511854,0.9127420095941922
2024-02-20,Facebook,New Arrivals,60943,15429,2718,16896.045185332456,86848.74636631044,1.0950836208005998,6.216352165317312,0.2531709958485798,0.17616177328407545,5.140181942795956,4.140181942795956,0.8054543572331101
2024-02-20,Facebook,Trending Now,46483,10408,1772,11664.63242291107,77257.85367535327,1.1207371659215095,6.582749674329047,0.22390981649205086,0.17025365103766332,6.62325659946278,5.6232565994627794,0.8490168718389816
2024-02-21,Facebook,Best Sellers,57953,15274,2307,20362.492026991826,84065.43272863349,1.3331473109199834,8.826394463368802,0.2635584007730402,0.1510409846798481,4.128445212756828,3.1284452127568283,0.7577780620873892
2024-02-21,Facebook,Exclusive Offers,74104,21846,3440,27829.3831494058,77695.86248693409,1.27388918563608,8.08993696203657,0.29480190003238693,0.15746589764716654,2.7918643424402676,1.7918643424402678,0.6418164074813406
2024-02-21,Facebook,Flash Sale,90719,22937,3587,38249.940392878365,102128.86245447294,1.6676086843474893,10.663490491463163,0.25283567940563717,0.15638488032436673,2.6700397805976186,1.6700397805976186,0.6254737448982216
2024-02-21,Facebook,Limited Edition,57589,16379,2077,24430.533194182386,89097.04811898041,1.4915766038331024,11.762413670766676,0.28441195367170813,0.12680871848098174,3.6469547107632097,2.6469547107632097,0.7257986239728416
2024-02-21,Facebook,Must-Haves,81510,23234,3173,32347.789223711134,100016.0222128082,1.3922608773225074,10.194701929943628,0.2850447797816219,0.13656709993974347,3.091896683297782,2.091896683297782,0.6765739277764574
2024-02-21,Facebook,New Arrivals,55970,14051,2588,23468.10400214078,189566.17703625635,1.6702088109131576,9.068046368678818,0.25104520278720743,0.18418617891964983,8.07760938075628,7.07760938075628,0.8762009955095931
2024-02-21,Facebook,Trending Now,58905,16314,2629,20829.96744860811,105389.62346783571,1.276815462094404,7.923152319744431,0.2769544181308887,0.16114993257324997,5.059519354883966,4.0595193548839665,0.8023527671586635
2024-02-22,Facebook,Best Sellers,85296,22897,3110,39834.38831800863,215957.96184080397,1.739720850679505,12.808484989713385,0.268441661977115,0.13582565401580993,5.42139520548812,4.42139520548812,0.8155456368523564
2024-02-22,Facebook,Exclusive Offers,47221,11690,1611,24041.488457818356,49634.134889834975,2.0565858389921603,14.923332376051121,0.2475593485949048,0.13781009409751924,2.0645200473722674,1.0645200473722676,0.5156259193158209
2024-02-22,Facebook,Flash Sale,69385,16832,2664,32273.29220156923,162589.8007654597,1.9173771507586284,12.114599174763224,0.24258845571809468,0.15826996197718632,5.037905638816546,4.037905638816546,0.8015048173401458
2024-02-22,Facebook,Limited Edition,58635,13964,2134,27122.251769983788,49817.05889333604,1.9422981788874096,12.709583772251072,0.2381512748358489,0.15282154110570037,1.8367596951691383,0.8367596951691382,0.45556296633136056
2024-02-22,Facebook,Must-Haves,60701,16323,1927,28490.15067525527,47856.75351656671,1.745399171430207,14.784717527376891,0.26890825521820066,0.1180542792378852,1.6797648444215507,0.6797648444215507,0.4046785755036067
2024-02-22,Facebook,New Arrivals,76594,18732,2477,33763.9990564021,184906.99945768018,1.8024769942559309,13.631004867340371,0.2445622372509596,0.1322336109331625,5.476454348573955,4.476454348573955,0.8174001029953997
2024-02-22,Facebook,Trending Now,35139,8332,1204,15603.012195605424,46306.737423887,1.8726610892469304,12.95931245482178,0.23711545576140472,0.14450312049927988,2.967807551732175,1.967807551732175,0.6630509281451402
2024-02-23,Facebook,Best Sellers,93130,32654,4950,37436.50939915054,360625.8626817914,1.1464601396199712,7.562931191747584,0.3506281541930635,0.1515893918049856,9.63299913559714,8.63299913559714,0.8961901702757693
2024-02-23,Facebook,Exclusive Offers,41396,12112,1904,16208.350930303539,64010.028349226566,1.3382059883011508,8.512789354151018,0.29258865590878347,0.1571994715984148,3.9492005463400854,2.9492005463400854,0.7467841938473476
2024-02-23,Facebook,Flash Sale,75314,25399,4206,29243.503559569846,170460.5829642378,1.1513643670841311,6.952806362237244,0.33724141593860374,0.16559707075081695,5.82900686359296,4.82900686359296,0.8284441889671053
2024-02-23,Facebook,Limited Edition,51950,18247,2534,20439.12434529008,104144.8465908633,1.1201361508900138,8.065952780303899,0.35124157844080844,0.13887214336603276,5.095367337244174,4.095367337244174,0.8037432958580668
2024-02-23,Facebook,Must-Haves,50226,17473,2543,20842.398831368573,174725.46908597823,1.192834592306334,8.19598852983428,0.34788754828176643,0.14553883133978138,8.383174628776896,7.383174628776895,0.8807134475563346
2024-02-23,Facebook,New Arrivals,53388,16624,2595,22517.965878143863,108458.85825592367,1.3545455893974894,8.677443498321335,0.3113808346444894,0.15609961501443695,4.816547766474537,3.8165477664745375,0.7923824181791623
2024-02-23,Facebook,Trending Now,69112,23530,3882,27922.574331378037,250379.82779329395,1.1866797420900144,7.192832130700164,0.34046185901145964,0.16498087547811305,8.96693208949324,7.966932089493239,0.8884791375668247
2024-02-24,Facebook,Best Sellers,59374,16791,1964,29531.90145459073,127496.05021928313,1.7587934878560378,15.036609701930107,0.28280055243035673,0.11696742302423918,4.317231330848284,3.317231330848285,0.7683700679056473
2024-02-24,Facebook,Exclusive Offers,71788,20048,2384,40738.31933879003,149971.48283460765,2.0320390731639084,17.08822119915689,0.27926672981556805,0.1189146049481245,3.681337013130251,2.6813370131302516,0.7283595616393467
2024-02-24,Facebook,Flash Sale,60789,18593,2158,31391.58686274904,159427.2413916363,1.688355126270588,14.546611150486118,0.30586125779335077,0.11606518582262142,5.078661428894545,4.078661428894545,0.8030977228939503
2024-02-24,Facebook,Limited Edition,74261,20916,2863,36629.768272257716,133998.6727937396,1.7512797988266262,12.79419080414171,0.2816552429943039,0.13688085676037484,3.658190567785441,2.658190567785441,0.7266408128635655
2024-02-24,Facebook,Must-Haves,45119,11692,1493,21078.834007331414,33377.36332668699,1.8028424570074764,14.118442067871007,0.2591369489572021,0.12769414984604857,1.5834539669071843,0.5834539669071843,0.3684691687291621
2024-02-24,Facebook,New Arrivals,62644,19231,2098,33572.83569723722,147585.8700848951,1.7457665070582506,16.002304908120696,0.3069886980397165,0.10909469086370964,4.395990598346754,3.3959905983467538,0.7725199866496346
2024-02-24,Facebook,Trending Now,38310,10845,1246,20789.52943599991,69794.79541904484,1.9169690581834864,16.685015598715818,0.28308535630383713,0.11489165514061779,3.357209004364746,2.357209004364746,0.702133528564981
2024-02-25,Facebook,Best Sellers,61712,20505,2373,32160.980799874687,60008.58028246134,1.5684457839490216,13.552878550305389,0.33226925071298935,0.11572787125091441,1.865881536880715,0.8658815368807148,0.46406029523624054
2024-02-25,Facebook,Exclusive Offers,54880,17970,2448,24937.107532440757,112169.2986748288,1.3877077090952008,10.186726933186584,0.32744169096209913,0.1362270450751252,4.498087780585917,3.4980877805859167,0.7776833070452571
2024-02-25,Facebook,Flash Sale,62508,18097,2681,30547.769779513783,155818.11355150052,1.6880018665808578,11.394170003548595,0.2895149420874128,0.1481461015637951,5.100801619108595,4.100801619108595,0.803952383434438
2024-02-25,Facebook,Limited Edition,71126,20729,2624,31350.0173832255,103186.31274121569,1.5123748074304355,11.947415161290206,0.2914405421364902,0.12658594239953688,3.291427608471686,2.291427608471686,0.6961804666685859
2024-02-25,Facebook,Must-Haves,85684,26903,3833,42968.19158722717,176792.44645547483,1.5971524211882382,11.21006824608066,0.3139792726763456,0.14247481693491432,4.114495861353136,3.114495861353136,0.7569568584591724
2024-02-25,Facebook,New Arrivals,54913,18582,2364,28940.26335824127,122113.07812892398,1.5574353330234243,12.24207417861306,0.3383898166190155,0.1272198902163384,4.219487453079795,3.2194874530797954,0.7630043906706958
